Speciality,Year_of_experience,Location,City,dp_score,consultation_fee,npv(votes),Degree
Dentist,24,Chembur,Mumbai,100,500,106,MDS
Dentist,24,Koramangala,Bangalore,97,300,4356,MDS
Dentist,25,Domlur,Bangalore,96,600,709,MDS
Dentist,15,JP Nagar,Bangalore,100,500,72,MDS
Dentist,12,Kundalahalli,Bangalore,88,500,65,MDS
Dentist,11,Siddapura,Bangalore,100,500,30,MDS
Dentist,31,JP Nagar 2 Phase,Bangalore,97,300,307,MDS
Dentist,13,Bannerghatta Road,Bangalore,100,300,54,MDS
Dentist,16,Kudlu,Bangalore,88,400,103,MDS
Dentist,15,AECS Layout,Bangalore,94,400,48,MDS
Dentist,16,HRBR Layout,Bangalore,100,400,33,MDS
Dentist,13,JP Nagar 8 Phase,Bangalore,100,250,24,MDS
Dentist,13,Yelenahalli,Bangalore,98,500,56,MDS
Dentist,9,Kalyan Nagar,Bangalore,97,300,129,MDS
Dentist,15,HSR Layout,Bangalore,92,500,13,MDS
Dentist,29,Ashoknagar,Bangalore,92,800,13,MDS
Dentist,17,Malleswaram,Bangalore,92,500,13,MDS
Dentist,15,Sanjay Nagar,Bangalore,100,300,13,MDS
Dentist,7,Kanakpura Road,Bangalore,100,300,13,MDS
Dentist,10,Brookefield,Bangalore,100,300,13,MDS
Dentist,15,Basaveshwaranagar,Bangalore,96,600,102,MDS
Dentist,19,Jayanagar 9 Block,Bangalore,95,650,37,MDS
Dentist,16,Whitefield,Bangalore,99,500,80,MDS
Dentist,23,RT Nagar,Bangalore,91,400,22,MDS
Dentist,9,Banaswadi,Bangalore,100,300,16,MDS
Dentist,18,Domlur,Bangalore,99,500,1553,MDS
Dentist,21,Bannerghatta Road,Bangalore,92,950,12,MDS
Dentist,15,Indiranagar,Bangalore,94,1000,17,MDS
Dentist,12,HSR Layout,Bangalore,92,400,24,MDS
Dentist,16,Sampangiramnagar,Bangalore,100,800,24,MDS
Dentist,9,Varthur,Bangalore,97,100,89,MDS
Dentist,8,Sarjapur Road,Bangalore,97,500,36,MDS
Dentist,10,Whitefield,Bangalore,100,500,18,MDS
Dentist,6,Whitefield,Bangalore,95,600,40,MDS
Dentist,12,Pitampura,Delhi,96,400,134,MDS
Dentist,17,Saket,Delhi,98,300,233,MDS
Dentist,26,CR Park,Delhi,98,800,195,MDS
Dentist,13,Saket,Delhi,100,500,83,MDS
Dentist,10,Preet Vihar,Delhi,98,400,123,MDS
Dentist,12,Dwarka,Delhi,100,500,170,MDS
Dentist,11,Malviya Nagar,Delhi,100,400,14,MDS
Dentist,12,Nizamuddin East,Delhi,100,500,105,MDS
Dentist,20,New Friends Colony,Delhi,97,750,644,MDS
Dentist,8,Dwarka Sector 19,Delhi,100,300,13,MDS
Dentist,16,Safdarjung Enclave,Delhi,100,800,67,MDS
Dentist,15,Greater Kailash Part 2,Delhi,99,700,168,MDS
Dentist,13,IP Extension,Delhi,100,300,78,MDS
Dentist,6,Dwarka,Delhi,100,500,16,MDS
Dentist,13,Kandivali West,Mumbai,97,300,70,MDS
Dentist,12,Borivali West,Mumbai,100,300,163,MDS
Dentist,13,Mazgaon,Mumbai,94,500,53,MDS
Dentist,9,Colaba,Mumbai,96,500,27,MDS
Dentist,11,Andheri West,Mumbai,92,350,13,MDS
Dentist,17,Girgaon,Mumbai,100,1000,14,MDS
Dentist,12,Vileparle West,Mumbai,100,500,130,MDS
Dentist,13,Chembur East,Mumbai,97,500,118,MDS
Dentist,13,Borivali West,Mumbai,96,500,144,MDS
Dentist,13,Malad West,Mumbai,99,500,157,MDS
Dentist,14,Goregaon East,Mumbai,100,500,11,MDS
Dentist,12,Mulund West,Mumbai,84,600,19,MDS
Dentist,23,Chembur,Mumbai,98,500,110,MDS
Dentist,7,Opera House,Mumbai,100,1000,11,MDS
Dentist,5,Cuffe Parade,Mumbai,100,800,11,MDS
Dentist,11,Vileparle East,Mumbai,100,500,21,MDS
Dentist,14,BTM Layout,Bangalore,99,500,297,MDS
Dentist,21,HSR Layout,Bangalore,100,600,133,MDS
Dentist,17,Janakpuri,Delhi,99,800,344,MDS
Dentist,16,Bandra West,Mumbai,99,1000,255,MDS
Dentist,8,Tardeo,Mumbai,100,1000,14,MDS
Dentist,25,Pitampura,Delhi,98,500,259,MDS
Dentist,33,Old Airport Road,Bangalore,94,600,34,MDS
Dentist,16,Seegehalli,Bangalore,95,500,88,MDS
Dentist,30,Jayanagar 9 Block,Bangalore,81,500,26,MDS
Dentist,23,Yelahanka,Bangalore,93,300,1003,MDS
Dentist,12,Varthur,Bangalore,100,200,1623,MDS
Dentist,13,BTM Layout 1st Stage,Bangalore,98,400,132,MDS
Dentist,15,Kaggadasapura,Bangalore,98,300,449,MDS
Dentist,25,New Thippasandra,Bangalore,99,500,646,MDS
Dentist,22,Indiranagar,Bangalore,94,400,1034,MDS
Dentist,11,Banaswadi,Bangalore,98,500,46,MDS
Dentist,19,Yelahanka New Town,Bangalore,100,400,15,MDS
Dentist,15,Malleshpalya,Bangalore,100,400,30,MDS
Dentist,15,Kalyan Nagar,Bangalore,100,400,55,MDS
Dentist,13,Yelenahalli,Bangalore,100,200,34,MDS
Dentist,16,BTM Layout,Bangalore,100,300,24,MDS
Dentist,23,Sarjapur Road,Bangalore,98,300,41,MDS
Dentist,16,JP Nagar 7 Phase,Bangalore,100,250,32,MDS
Dentist,12,HSR Layout,Bangalore,100,400,15,MDS
Dentist,7,Whitefield,Bangalore,97,500,129,MDS
Dentist,23,HRBR Layout,Bangalore,100,300,13,MDS
Dentist,14,Akshaya nagar,Bangalore,100,400,13,MDS
Dentist,6,HSR Layout,Bangalore,100,500,13,MDS
Dentist,10,Bannerghatta Road,Bangalore,100,300,13,MDS
Dentist,13,Bilekahalli,Bangalore,99,250,114,MDS
Dentist,12,Basavanagudi,Bangalore,98,0,609,MDS
Dentist,20,JP Nagar 7 Phase,Bangalore,96,300,24,MDS
Dentist,26,Whitefield,Bangalore,90,500,20,MDS
Dentist,12,Seegehalli,Bangalore,97,400,89,MDS
Dentist,12,Ramamurthy Nagar,Bangalore,95,300,20,MDS
Dentist,10,HSR Layout,Bangalore,100,500,39,MDS
Dentist,16,Jayanagar,Bangalore,95,500,40,MDS
Dentist,10,HSR Layout,Bangalore,95,500,40,MDS
Dentist,17,Seshadripuram,Bangalore,95,400,40,MDS
Dentist,21,Basavanagudi,Bangalore,95,300,40,MDS
Dentist,41,Dwarka,Delhi,97,500,473,MDS
Dentist,27,Rohini,Delhi,91,500,68,MDS
Dentist,17,Dwarka,Delhi,99,500,607,MDS
Dentist,11,Laxmi Nagar,Delhi,100,500,155,MDS
Dentist,36,Defence Colony,Delhi,97,800,88,MDS
Dentist,11,Preet Vihar,Delhi,98,400,45,MDS
Dentist,17,Greater Kailash Part 1,Delhi,96,700,77,MDS
Dentist,12,Rohini Sector 8,Delhi,98,200,46,MDS
Dentist,10,Model Town 2,Delhi,100,400,12,MDS
Dentist,9,Panchsheel Park,Delhi,98,500,41,MDS
Dentist,15,Safdarjung Enclave,Delhi,100,500,17,MDS
Dentist,27,Bandra West,Mumbai,99,1000,457,MDS
Dentist,23,Powai,Mumbai,96,500,945,MDS
Dentist,14,Colaba,Mumbai,96,500,121,MDS
Dentist,11,Andheri West,Mumbai,99,500,107,MDS
Dentist,13,Chembur East,Mumbai,100,100,37,MDS
Dentist,12,Vileparle West,Mumbai,100,500,49,MDS
Dentist,12,Ghatkopar East,Mumbai,100,500,78,MDS
Dentist,22,Khar West,Mumbai,97,800,261,MDS
Dentist,25,Bhandup West,Mumbai,97,400,187,MDS
Dentist,17,Goregaon East,Mumbai,98,100,131,MDS
Dentist,14,Kandivali East,Mumbai,100,500,116,MDS
Dentist,13,Goregaon East,Mumbai,100,800,41,MDS
Dentist,5,Chembur,Mumbai,100,500,11,MDS
Dentist,8,Bandra West,Mumbai,100,300,11,MDS
Dentist,15,Defence Colony,Delhi,99,1000,624,MDS
Dentist,22,Gubbalala,Bangalore,100,300,70,MDS
Dentist,25,Kalyan Nagar,Bangalore,98,500,323,MDS
Dentist,22,Sahakaranagar,Bangalore,99,400,429,MDS
Dentist,22,Jayanagar 4 Block,Bangalore,97,500,116,MDS
Dentist,15,Koramangala,Bangalore,100,900,38,MDS
Dentist,11,Kothanur,Bangalore,94,300,17,MDS
Dentist,15,Hennur,Bangalore,100,250,101,MDS
Dentist,10,Shivaji Nagar,Bangalore,98,200,283,MDS
Dentist,14,Saket,Delhi,98,500,84,MDS
Dentist,11,Lajpat Nagar,Delhi,98,500,41,MDS
Dentist,19,Laxmi Nagar,Delhi,97,300,189,MDS
Dentist,14,Andheri West,Mumbai,99,500,213,MDS
Dentist,26,Borivali West,Mumbai,98,800,239,MDS
Dentist,38,Powai,Mumbai,100,700,57,MDS
Dentist,23,Indiranagar,Bangalore,94,400,2730,MDS
Dentist,37,Frazer Town,Bangalore,96,500,958,MDS
Dentist,17,DLF Newtown,Bangalore,95,350,37,MDS
Dentist,21,Arekere,Bangalore,98,500,893,MDS
Dentist,10,JP Nagar 7 Phase,Bangalore,98,400,41,MDS
Dentist,4,Harlur,Bangalore,98,500,41,MDS
Dentist,6,Yeshwanthpur,Bangalore,100,600,13,MDS
Dentist,20,CV Raman Nagar,Bangalore,97,500,358,MDS
Dentist,20,Jayanagar 9 Block,Bangalore,97,400,191,MDS
Dentist,16,Whitefield,Bangalore,95,300,111,MDS
Dentist,17,Sanjay Nagar,Bangalore,100,400,99,MDS
Dentist,14,Basavanagudi,Bangalore,100,0,31,MDS
Dentist,15,Punjabi Bagh,Delhi,98,400,188,MDS
Dentist,31,Ashok Vihar,Delhi,98,500,347,MDS
Dentist,46,Greater Kailash Part 2,Delhi,100,1500,34,MDS
Dentist,17,Ramesh Nagar,Delhi,100,600,117,MDS
Dentist,21,Pitampura,Delhi,98,500,89,MDS
Dentist,29,South Extension 2,Delhi,97,700,302,MDS
Dentist,29,Sarita Vihar,Delhi,100,700,48,MDS
Dentist,27,Saket,Delhi,99,1200,141,MDS
Dentist,11,Lajpat Nagar,Delhi,100,500,298,MDS
Dentist,28,Munirka,Delhi,98,500,92,MDS
Dentist,30,Saket,Delhi,100,1000,55,MDS
Dentist,28,Hari Nagar,Delhi,98,500,233,MDS
Dentist,23,New Friends Colony,Delhi,89,500,37,MDS
Dentist,28,Dwarka,Delhi,100,800,17,MDS
Dentist,19,Chembur,Mumbai,100,400,414,MDS
Dentist,20,Borivali West,Mumbai,99,600,143,MDS
Dentist,15,Bandra West,Mumbai,99,500,626,MDS
Dentist,17,Khar West,Mumbai,98,500,279,MDS
Dentist,14,Goregaon East,Mumbai,98,500,186,MDS
Dentist,19,Andheri West,Mumbai,100,600,152,MDS
Dentist,14,Chembur,Mumbai,95,500,61,MDS
Dentist,15,Khar West,Mumbai,100,1500,36,MDS
Dentist,8,Mulund East,Mumbai,100,300,62,MDS
Dentist,14,Ghatkopar East,Mumbai,100,400,14,MDS
Dentist,15,Andheri West,Mumbai,100,500,330,MDS
Dentist,25,Bandra West,Mumbai,98,500,47,MDS
Dentist,10,Kandivali West,Mumbai,94,200,17,MDS
Dentist,13,Khar West,Mumbai,100,1000,11,MDS
Dentist,9,Kurla West,Mumbai,100,500,11,MDS
Dentist,13,Hoodi,Bangalore,94,500,120,MDS
Dentist,18,Vasant Vihar,Delhi,98,500,1660,MDS
Dentist,18,Khar West,Mumbai,100,500,32,MDS
Dentist,26,Sahakaranagar,Bangalore,99,400,2142,MDS
Dentist,24,Kundalahalli,Bangalore,98,400,612,MDS
Dentist,24,HSR Layout,Bangalore,96,300,932,MDS
Dentist,24,Sahakaranagar,Bangalore,98,500,343,MDS
Dentist,29,JP Nagar 7 Phase,Bangalore,97,500,316,MDS
Dentist,18,Vijayanagar,Bangalore,100,300,53,MDS
Dentist,18,Yelahanka,Bangalore,96,300,309,MDS
Dentist,19,JP Nagar,Bangalore,99,300,231,MDS
Dentist,6,Munnekollal,Bangalore,100,300,15,MDS
Dentist,10,Domlur,Bangalore,99,500,92,MDS
Dentist,14,Rajarajeshwarinagar,Bangalore,98,400,265,MDS
Dentist,12,Indiranagar,Bangalore,100,1000,49,MDS
Dentist,15,Marathahalli,Bangalore,100,550,32,MDS
Dentist,15,Panathur,Bangalore,100,500,79,MDS
Dentist,15,Thanisandra,Bangalore,93,250,55,MDS
Dentist,11,Electronics City,Bangalore,100,200,33,MDS
Dentist,12,Jayanagar,Bangalore,100,300,154,MDS
Dentist,12,HSR Layout,Bangalore,100,500,60,MDS
Dentist,12,Frazer Town,Bangalore,100,300,13,MDS
Dentist,6,T Dasarahalli,Bangalore,100,300,13,MDS
Dentist,12,Millers Road,Bangalore,96,1000,1349,MDS
Dentist,19,RT Nagar,Bangalore,98,200,351,MDS
Dentist,24,Bommanahalli,Bangalore,96,400,72,MDS
Dentist,23,Kundalahalli,Bangalore,98,400,260,MDS
Dentist,26,Arekere,Bangalore,98,300,754,MDS
Dentist,11,Vasanthnagar,Bangalore,100,600,13,MDS
Dentist,11,Bilekahalli,Bangalore,97,300,89,MDS
Dentist,13,Yelahanka New Town,Bangalore,100,500,52,MDS
Dentist,11,Doddanekundi,Bangalore,100,250,28,MDS
Dentist,16,KR Puram,Bangalore,80,400,15,MDS
Dentist,5,BTM Layout 1st Stage,Bangalore,95,300,40,MDS
Dentist,7,Sahakaranagar,Bangalore,95,600,40,MDS
Dentist,30,HSR Layout,Bangalore,100,200,60,MDS
Dentist,15,Rohini,Delhi,99,200,653,MDS
Dentist,16,Dwarka Sector 7,Delhi,100,500,111,MDS
Dentist,12,Pitampura,Delhi,98,400,56,MDS
Dentist,11,Laxmi Nagar,Delhi,99,500,170,MDS
Dentist,15,Malviya Nagar,Delhi,99,500,398,MDS
Dentist,16,Lajpat Nagar,Delhi,97,500,239,MDS
Dentist,13,Greater Kailash Part 2,Delhi,99,800,69,MDS
Dentist,7,Uttam Nagar,Delhi,100,300,62,MDS
Dentist,20,Tagore Garden,Delhi,96,800,345,MDS
Dentist,19,Janakpuri,Delhi,100,500,77,MDS
Dentist,16,Mayur Vihar Ph-I,Delhi,97,300,2490,MDS
Dentist,14,Patel Nagar West,Delhi,99,300,136,MDS
Dentist,23,Sheikh Sarai,Delhi,100,300,298,MDS
Dentist,25,Karol Bagh,Delhi,95,600,293,MDS
Dentist,22,Saket,Delhi,100,300,73,MDS
Dentist,10,Defence Colony,Delhi,100,500,37,MDS
Dentist,13,Dwarka,Delhi,99,500,1347,MDS
Dentist,19,Vasant Kunj,Delhi,98,600,390,MDS
Dentist,10,Panchsheel Park,Delhi,99,1000,168,MDS
Dentist,31,New Rajendra Nagar,Delhi,100,1500,209,MDS
Dentist,28,Ashok Vihar,Delhi,95,1000,1000,MDS
Dentist,13,Rohini Sector 3,Delhi,100,300,22,MDS
Dentist,16,Parel,Mumbai,99,500,139,MDS
Dentist,14,Goregaon East,Mumbai,99,500,374,MDS
Dentist,14,Bhandup West,Mumbai,98,500,256,MDS
Dentist,11,Khar West,Mumbai,96,500,23,MDS
Dentist,11,Chembur East,Mumbai,100,300,28,MDS
Dentist,13,Mahim,Mumbai,100,700,203,MDS
Dentist,14,Lokhandwala,Mumbai,94,1000,69,MDS
Dentist,10,Andheri West,Mumbai,99,1000,162,MDS
Dentist,10,Bhandup West,Mumbai,98,300,40,MDS
Dentist,12,Tardeo,Mumbai,100,500,12,MDS
Dentist,13,Jogeshwari East,Mumbai,99,300,88,MDS
Dentist,5,Oshiwara,Mumbai,96,500,239,MDS
Dentist,22,Bandra West,Mumbai,96,1500,239,MDS
Dentist,14,Mira-Bhayandar Road,Mumbai,100,300,22,MDS
Dentist,8,Peddar Road,Mumbai,100,500,11,MDS
Dentist,9,Bandra West,Mumbai,100,200,11,MDS
Dentist,10,Turner Road,Mumbai,100,500,11,MDS
Dentist,13,Koramangala,Bangalore,100,400,242,MDS
Dentist,24,Paschim Vihar,Delhi,95,250,362,MDS
Dentist,14,HSR Layout,Bangalore,100,500,11,MDS
Dentist,22,BTM Layout 2nd Stage,Bangalore,97,300,70,MDS
Dentist,25,Kailash Colony,Delhi,98,1000,136,MDS
Dentist,14,Arekere,Bangalore,98,200,116,MDS
Dentist,17,JP Nagar,Bangalore,99,350,122,MDS
Dentist,16,Rajajinagar,Bangalore,97,300,39,MDS
Dentist,15,Greater Kailash Part 1,Delhi,100,500,14,MDS
Dentist,17,Koramangala,Bangalore,97,300,535,MDS
Dentist,21,Sanjay Nagar,Bangalore,100,300,553,MDS
Dentist,30,Old Airport Road,Bangalore,83,600,12,MDS
Dentist,11,Varthur,Bangalore,93,200,61,MDS
Dentist,23,Brigade Road,Bangalore,100,650,136,BDS
Dentist,25,Kalyan Nagar,Bangalore,98,500,3811,BDS
Dentist,21,Kadubeesanahalli,Bangalore,91,600,847,BDS
Dentist,23,Safdarjung Enclave,Delhi,99,1500,268,BDS
Dentist,14,New Thippasandra,Bangalore,100,500,111,BDS
Dentist,13,Ghatkopar West,Mumbai,100,300,62,BDS
Dentist,18,Sahakaranagar,Bangalore,97,300,269,BDS
Dentist,25,Mulund West,Mumbai,99,500,931,BDS
Dentist,43,Andheri East,Mumbai,94,800,158,BDS
Dentist,32,Whitefield,Bangalore,98,200,130,PhD
Dentist,30,Sahakaranagar,Bangalore,91,400,148,PhD
Dentist,14,Marathahalli,Bangalore,97,300,173,PhD
Dentist,21,Ulsoor,Bangalore,95,500,19,PhD
Dentist,16,Kingsway Camp,Delhi,99,200,67,PhD
Dentist,27,Saket,Delhi,96,800,280,PhD
Dentist,12,Kandivali West,Mumbai,97,300,239,PhD
Dentist,16,Andheri West,Mumbai,100,200,33,PhD
Dentist,22,Rajajinagar,Bangalore,89,500,186,PhD
Dentist,23,Mulund West,Mumbai,98,300,91,PhD
Dentist,24,Vijayanagar,Bangalore,96,200,1349,PhD
Dentist,12,BTM Layout 2nd Stage,Bangalore,92,300,24,PhD
Dentist,25,Chembur,Mumbai,99,300,997,PhD
Dietitian/Nutritionist,18,Kandivali East,Mumbai,99,800,118,BHMS
Dietitian/Nutritionist,16,Vileparle East,Mumbai,96,1500,196,BHMS
Dietitian/Nutritionist,22,Andheri West,Mumbai,99,1000,96,BNYS
Dietitian/Nutritionist,14,Kaggadasapura,Bangalore,96,500,504,BNYS
Physiotherapist,16,Jayanagar,Bangalore,98,500,1279,BPTh/BPT
Physiotherapist,23,JP Nagar 2 Phase,Bangalore,99,500,866,BPTh/BPT
Physiotherapist,5,Koramangala 6 Block,Bangalore,99,500,322,BPTh/BPT
Physiotherapist,15,HSR Layout,Bangalore,92,700,249,BPTh/BPT
Physiotherapist,22,Marathahalli,Bangalore,85,400,74,BPTh/BPT
Physiotherapist,10,CV Raman Nagar,Bangalore,100,400,179,BPTh/BPT
Physiotherapist,11,Domlur,Bangalore,93,500,30,BPTh/BPT
Physiotherapist,5,Whitefield,Bangalore,94,300,17,BPTh/BPT
Physiotherapist,3,Jigani,Bangalore,99,400,523,BPTh/BPT
Physiotherapist,14,Whitefield,Bangalore,100,300,31,BPTh/BPT
Physiotherapist,7,Whitefield,Bangalore,100,300,43,BPTh/BPT
Physiotherapist,16,Kasavanahalli,Bangalore,98,600,175,BPTh/BPT
Physiotherapist,21,L B Sashtrinagar,Bangalore,98,400,175,BPTh/BPT
Physiotherapist,15,Mahadevapura,Bangalore,98,2800,48,BPTh/BPT
Physiotherapist,18,Basavanagudi,Bangalore,97,300,58,BPTh/BPT
Physiotherapist,25,Bannerghatta Road,Bangalore,98,400,745,BPTh/BPT
Physiotherapist,12,Kundalahalli,Bangalore,96,450,56,BPTh/BPT
Physiotherapist,16,CV Raman Nagar,Bangalore,100,400,182,BPTh/BPT
Physiotherapist,3,HSR Layout,Bangalore,100,300,182,BPTh/BPT
Physiotherapist,12,HSR Layout,Bangalore,96,600,374,BPTh/BPT
Physiotherapist,16,Jayanagar 7 Block,Bangalore,100,550,74,BPTh/BPT
Physiotherapist,11,JP Nagar 7 Phase,Bangalore,100,500,74,BPTh/BPT
Physiotherapist,6,Jayanagar,Bangalore,100,400,74,BPTh/BPT
Physiotherapist,3,HSR Layout,Bangalore,100,300,74,BPTh/BPT
Physiotherapist,13,Bannerghatta Road,Bangalore,100,400,66,BPTh/BPT
Physiotherapist,10,BTM Layout 2nd Stage,Bangalore,99,500,113,BPTh/BPT
Physiotherapist,12,Whitefield,Bangalore,95,750,76,BPTh/BPT
Physiotherapist,7,KR Puram,Bangalore,100,450,27,BPTh/BPT
Physiotherapist,17,Shantinagar,Bangalore,100,500,14,BPTh/BPT
Physiotherapist,5,HRBR Layout,Bangalore,100,350,12,BPTh/BPT
Physiotherapist,2,Kudlu,Bangalore,100,400,12,BPTh/BPT
Physiotherapist,1,Jigani,Bangalore,100,400,12,BPTh/BPT
Physiotherapist,17,CV Raman Nagar,Bangalore,100,700,27,BPTh/BPT
Physiotherapist,1,Jayanagar 7 Block,Bangalore,100,500,27,BPTh/BPT
Physiotherapist,5,HSR Layout,Bangalore,100,300,27,BPTh/BPT
Physiotherapist,5,Koramangala 6 Block,Bangalore,100,400,27,BPTh/BPT
Physiotherapist,5,Sunkadakatte,Bangalore,100,400,27,BPTh/BPT
Physiotherapist,7,Horamavu,Bangalore,100,500,27,BPTh/BPT
Physiotherapist,7,Horamavu,Bangalore,100,500,27,BPTh/BPT
Physiotherapist,14,HSR Layout,Bangalore,100,700,27,BPTh/BPT
Physiotherapist,4,Bellandur,Bangalore,100,600,27,BPTh/BPT
Physiotherapist,5,Electronics City,Bangalore,100,600,27,BPTh/BPT
Physiotherapist,7,HSR Layout,Bangalore,98,300,52,BPTh/BPT
Physiotherapist,16,Electronics City,Bangalore,99,500,78,BPTh/BPT
Physiotherapist,4,Malleswaram,Bangalore,99,500,78,BPTh/BPT
Physiotherapist,1,Jayanagar 7 Block,Bangalore,99,500,78,BPTh/BPT
Physiotherapist,25,Kadubeesanahalli,Bangalore,99,500,137,BPTh/BPT
Physiotherapist,2,Shantinagar,Bangalore,99,400,137,BPTh/BPT
Physiotherapist,11,Malleswaram,Bangalore,91,500,112,BPTh/BPT
Physiotherapist,11,Indiranagar,Bangalore,91,0,112,BPTh/BPT
Physiotherapist,3,Sarjapur Road,Bangalore,91,500,112,BPTh/BPT
Physiotherapist,11,Hulimavu,Bangalore,91,650,112,BPTh/BPT
Physiotherapist,3,Whitefield,Bangalore,100,500,20,BPTh/BPT
Physiotherapist,10,Bannerghatta Road,Bangalore,100,300,20,BPTh/BPT
Physiotherapist,15,Electronics City,Bangalore,100,500,20,BPTh/BPT
Physiotherapist,15,CV Raman Nagar,Bangalore,82,300,28,BPTh/BPT
Physiotherapist,2,Nagasandra,Bangalore,82,500,28,BPTh/BPT
Physiotherapist,3,Whitefield,Bangalore,82,450,28,BPTh/BPT
Physiotherapist,18,Padmanabhanagar,Bangalore,100,450,118,BPTh/BPT
Physiotherapist,33,Kalyan Nagar,Bangalore,100,1000,118,BPTh/BPT
Physiotherapist,4,Indiranagar,Bangalore,100,650,118,BPTh/BPT
Physiotherapist,15,Banashankari 2nd Stage,Bangalore,100,300,118,BPTh/BPT
Physiotherapist,3,Whitefield,Bangalore,100,500,22,BPTh/BPT
Physiotherapist,5,Whitefield,Bangalore,100,300,21,BPTh/BPT
Physiotherapist,5,JP Nagar 7 Phase,Bangalore,100,600,19,BPTh/BPT
Physiotherapist,15,Jayanagar,Bangalore,100,400,19,BPTh/BPT
Physiotherapist,4,Nagarbhavi,Bangalore,100,400,19,BPTh/BPT
Physiotherapist,16,Koramangala 8 Block,Bangalore,97,1350,38,BPTh/BPT
Physiotherapist,5,Nagarbhavi,Bangalore,97,400,38,BPTh/BPT
Physiotherapist,10,Kasturi nagar,Bangalore,100,400,11,BPTh/BPT
Physiotherapist,4,CV Raman Nagar,Bangalore,100,400,11,BPTh/BPT
Physiotherapist,2,Koramangala 5 Block,Bangalore,100,700,11,BPTh/BPT
Physiotherapist,5,Indiranagar,Bangalore,100,800,11,BPTh/BPT
Physiotherapist,10,Malleswaram,Bangalore,100,700,11,BPTh/BPT
Physiotherapist,24,Pitampura,Delhi,97,500,632,BPTh/BPT
Physiotherapist,15,Preet Vihar,Delhi,98,400,82,BPTh/BPT
Physiotherapist,17,Janakpuri,Delhi,100,800,35,BPTh/BPT
Physiotherapist,15,Tagore Garden,Delhi,100,500,127,BPTh/BPT
Physiotherapist,17,Gulmohar Park,Delhi,99,1500,208,BPTh/BPT
Physiotherapist,16,Malviya Nagar,Delhi,100,600,42,BPTh/BPT
Physiotherapist,18,Vasant Kunj,Delhi,98,500,55,BPTh/BPT
Physiotherapist,7,Pitampura,Delhi,100,500,11,BPTh/BPT
Physiotherapist,2,Safdarjung Enclave,Delhi,100,700,15,BPTh/BPT
Physiotherapist,13,Rohini Sector 16,Delhi,96,500,23,BPTh/BPT
Physiotherapist,15,Uttam Nagar,Delhi,100,200,13,BPTh/BPT
Physiotherapist,13,Jamia Nagar,Delhi,100,350,23,BPTh/BPT
Physiotherapist,20,Rohini Sector 18,Delhi,94,500,54,BPTh/BPT
Physiotherapist,10,Vasant Kunj,Delhi,98,500,50,BPTh/BPT
Physiotherapist,9,Greater Kailash Part 1,Delhi,94,1200,53,BPTh/BPT
Physiotherapist,3,Defence Colony,Delhi,100,600,64,BPTh/BPT
Physiotherapist,5,New Rajendra Nagar,Delhi,100,500,64,BPTh/BPT
Physiotherapist,2,Dwarka Sector 23,Delhi,100,500,64,BPTh/BPT
Physiotherapist,13,Laxmi Nagar,Delhi,100,500,320,BPTh/BPT
Physiotherapist,12,Vasant Kunj,Delhi,97,1500,60,BPTh/BPT
Physiotherapist,3,Dwarka,Delhi,97,700,60,BPTh/BPT
Physiotherapist,11,Punjabi Bagh,Delhi,100,800,14,BPTh/BPT
Physiotherapist,11,Colaba,Mumbai,98,500,101,BPTh/BPT
Physiotherapist,15,Ghatkopar East,Mumbai,99,500,306,BPTh/BPT
Physiotherapist,16,Borivali West,Mumbai,100,500,40,BPTh/BPT
Physiotherapist,15,Andheri East,Mumbai,99,700,305,BPTh/BPT
Physiotherapist,12,Andheri West,Mumbai,97,500,33,BPTh/BPT
Physiotherapist,7,Goregaon West,Mumbai,100,800,72,BPTh/BPT
Physiotherapist,9,Khar West,Mumbai,100,1500,80,BPTh/BPT
Physiotherapist,14,Mulund West,Mumbai,100,500,23,BPTh/BPT
Physiotherapist,21,Andheri East,Mumbai,98,800,54,BPTh/BPT
Physiotherapist,9,Andheri East,Mumbai,100,2000,69,BPTh/BPT
Physiotherapist,11,Parel,Mumbai,100,500,33,BPTh/BPT
Physiotherapist,10,Kandivali West,Mumbai,100,400,60,BPTh/BPT
Physiotherapist,21,Kandivali West,Mumbai,100,500,12,BPTh/BPT
Physiotherapist,7,Dadar,Mumbai,100,1000,12,BPTh/BPT
Physiotherapist,11,Mira Road,Mumbai,95,300,61,BPTh/BPT
Physiotherapist,17,Malad West,Mumbai,99,600,111,BPTh/BPT
Physiotherapist,7,Malad East,Mumbai,100,1000,26,BPTh/BPT
Physiotherapist,15,Chembur East,Mumbai,100,600,26,BPTh/BPT
Physiotherapist,14,Worli,Mumbai,100,2000,124,BPTh/BPT
Physiotherapist,18,Bandra West,Mumbai,98,1200,114,BPTh/BPT
Physiotherapist,11,Prabhadevi,Mumbai,100,1000,13,BPTh/BPT
Physiotherapist,13,Andheri East,Mumbai,99,800,198,BPTh/BPT
Physiotherapist,7,Andheri,Mumbai,100,500,27,BPTh/BPT
Physiotherapist,16,Prabhadevi,Mumbai,100,1500,130,BPTh/BPT
Physiotherapist,4,Andheri East,Mumbai,100,600,130,BPTh/BPT
Physiotherapist,13,Mulund West,Mumbai,98,450,196,BPTh/BPT
Physiotherapist,10,Santacruz West,Mumbai,98,500,196,BPTh/BPT
